PC_Timestamp,BatteryPercent,IMU_Timestamp,Label,StepCount,Distance,Speed,AccelMagnitude,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
2025-08-02T16:44:46.764005,0,21170,0,0,0.0,0.0,0.925,0.456,-0.513,-0.62,-1.219,1.281,0.234
2025-08-02T16:44:46.809023,0,21221,0,0,0.0,0.0,0.927,0.456,-0.513,-0.624,-2.016,1.281,0.234
2025-08-02T16:44:46.869014,0,21275,0,0,0.0,0.0,0.923,0.458,-0.51,-0.618,-2.125,1.672,0.719
2025-08-02T16:44:46.929006,0,21316,0,0,0.0,0.0,0.931,0.458,-0.518,-0.624,-2.391,1.859,1.312
2025-08-02T16:44:46.959021,0,21370,0,0,0.0,0.0,0.926,0.453,-0.508,-0.628,-1.266,0.984,-0.281
2025-08-02T16:44:47.019057,0,21420,0,0,0.0,0.0,0.925,0.458,-0.512,-0.619,-0.906,0.062,-1.594
2025-08-02T16:44:47.064029,0,21475,0,0,0.0,0.0,0.928,0.465,-0.518,-0.613,-0.953,0.672,-0.094
2025-08-02T16:44:47.109210,0,21520,0,0,0.0,0.0,0.925,0.456,-0.519,-0.615,-0.875,3.844,1.188
2025-08-02T16:44:47.169024,0,21570,0,0,0.0,0.0,0.934,0.455,-0.507,-0.639,-2.625,3.359,1.219
2025-08-02T16:44:47.214138,0,21621,0,0,0.0,0.0,0.923,0.461,-0.508,-0.617,-1.828,-1.281,-0.922
2025-08-02T16:44:47.259029,0,21670,0,0,0.0,0.0,0.917,0.468,-0.506,-0.605,-1.422,5.688,-2.625
2025-08-02T16:44:47.319023,0,21720,0,0,0.0,0.0,0.929,0.459,-0.526,-0.614,-3.25,3.625,1.438
2025-08-02T16:44:47.364005,0,21770,0,0,0.0,0.0,0.926,0.451,-0.501,-0.635,-4.297,3.812,2.219
2025-08-02T16:44:47.409011,0,21820,0,0,0.0,0.0,0.929,0.456,-0.504,-0.633,-4.094,0.547,0.141
2025-08-02T16:44:47.469197,0,21875,0,0,0.0,0.0,0.918,0.462,-0.514,-0.603,-2.797,-0.844,-1.781
2025-08-02T16:44:47.514035,0,21920,0,0,0.0,0.0,0.93,0.466,-0.505,-0.627,-2.812,0.422,-2.422
2025-08-02T16:44:47.559032,0,21971,0,0,0.0,0.0,0.907,0.455,-0.508,-0.597,-7.547,-2.656,0.344
2025-08-02T16:44:47.619029,0,22020,0,0,0.0,0.0,0.933,0.465,-0.511,-0.627,-10.75,6.422,2.766
2025-08-02T16:44:47.664028,0,22070,0,0,0.0,0.0,0.964,0.466,-0.504,-0.677,-12.094,9.281,6.562
2025-08-02T16:44:47.724129,0,22125,0,0,0.0,0.0,0.938,0.47,-0.487,-0.649,-0.859,-1.172,3.547
2025-08-02T16:44:47.769065,0,22175,0,0,0.0,0.0,0.927,0.464,-0.492,-0.634,8.312,-2.719,-3.734
2025-08-02T16:44:47.814062,0,22220,0,0,0.0,0.0,0.922,0.464,-0.506,-0.616,9.594,-4.734,-6.875
2025-08-02T16:44:47.859034,0,22270,0,0,0.0,0.0,0.925,0.47,-0.508,-0.614,6.391,-1.375,-8.312
2025-08-02T16:44:47.919032,0,22320,0,0,0.0,0.0,0.916,0.475,-0.519,-0.587,-2.203,1.672,-3.328
2025-08-02T16:44:47.964003,0,22370,0,0,0.0,0.0,0.938,0.473,-0.53,-0.613,-9.109,4.938,4.469
2025-08-02T16:44:48.009018,0,22420,0,0,0.0,0.0,0.938,0.458,-0.511,-0.64,-7.844,3.234,9.078
2025-08-02T16:44:48.069012,0,22470,0,0,0.0,0.0,0.924,0.45,-0.495,-0.637,-5.016,0.875,8.484
2025-08-02T16:44:48.114024,0,22525,0,0,0.0,0.0,0.916,0.455,-0.501,-0.618,0.312,-2.719,0.562
2025-08-02T16:44:48.159034,0,22570,0,0,0.0,0.0,0.922,0.462,-0.502,-0.62,0.938,-2.141,-2.453
2025-08-02T16:44:48.219142,0,22620,0,0,0.0,0.0,0.93,0.47,-0.517,-0.615,-1.547,-0.641,-0.828
2025-08-02T16:44:48.264012,0,22671,0,0,0.0,0.0,0.92,0.444,-0.505,-0.628,-3.5,8.188,2.375
2025-08-02T16:44:48.309027,0,22720,0,0,0.0,0.0,0.929,0.445,-0.496,-0.647,-2.344,3.891,1.312
2025-08-02T16:44:48.369066,0,22770,0,0,0.0,0.0,0.933,0.461,-0.507,-0.633,3.406,-2.828,-3.109
2025-08-02T16:44:48.414043,0,22820,0,0,0.0,0.0,0.929,0.477,-0.53,-0.595,6.531,-5.109,-5.172
2025-08-02T16:44:48.459002,0,22871,0,0,0.0,0.0,0.911,0.453,-0.515,-0.6,1.078,5.594,0.047
2025-08-02T16:44:48.519047,0,22925,0,0,0.0,0.0,0.933,0.456,-0.498,-0.645,-8.656,7.406,4.547
2025-08-02T16:44:48.564018,0,22970,0,0,0.0,0.0,0.933,0.47,-0.509,-0.625,-9.156,1.891,2.828
2025-08-02T16:44:48.609028,0,23020,0,0,0.0,0.0,0.921,0.466,-0.512,-0.608,-5.594,1.844,0.328
2025-08-02T16:44:48.669027,0,23070,0,0,0.0,0.0,0.93,0.459,-0.507,-0.63,0.469,2.922,-1.594
2025-08-02T16:44:48.714108,0,23120,0,0,0.0,0.0,0.93,0.458,-0.507,-0.631,0.609,0.062,-2.047
2025-08-02T16:44:48.759044,0,23170,0,0,0.0,0.0,0.927,0.461,-0.513,-0.62,-2.797,-0.719,0.0
2025-08-02T16:44:48.819000,0,23221,0,0,0.0,0.0,0.936,0.467,-0.518,-0.624,-2.047,1.266,0.266
2025-08-02T16:44:48.864033,0,23275,0,0,0.0,0.0,0.926,0.463,-0.505,-0.624,-1.781,-0.375,0.484
2025-08-02T16:44:48.909153,0,23316,0,0,0.0,0.0,0.922,0.46,-0.506,-0.618,-0.531,-0.016,-0.062
2025-08-02T16:44:48.969006,0,23370,0,0,0.0,0.0,0.93,0.465,-0.506,-0.626,-1.297,1.188,0.406
2025-08-02T16:44:49.014046,0,23421,0,0,0.0,0.0,0.927,0.462,-0.508,-0.624,-3.453,-0.188,1.359
2025-08-02T16:44:49.058998,0,23470,0,0,0.0,0.0,0.925,0.463,-0.507,-0.619,-2.234,0.781,1.062
2025-08-02T16:44:49.119071,0,23520,0,0,0.0,0.0,0.929,0.462,-0.51,-0.625,0.047,1.031,0.062
2025-08-02T16:44:49.164080,0,23570,0,0,0.0,0.0,0.926,0.457,-0.507,-0.626,1.391,1.078,-1.703
2025-08-02T16:44:49.209102,0,23621,0,0,0.0,0.0,0.925,0.459,-0.509,-0.621,0.906,0.266,-0.969
2025-08-02T16:44:49.269067,0,23675,0,0,0.0,0.0,0.93,0.468,-0.515,-0.616,0.875,1.062,-0.328
2025-08-02T16:44:49.314048,0,23720,0,0,0.0,0.0,0.925,0.466,-0.51,-0.615,0.75,0.984,0.125
2025-08-02T16:44:49.359040,0,23770,0,0,0.0,0.0,0.925,0.466,-0.507,-0.617,-0.422,1.141,0.047
2025-08-02T16:44:49.419058,0,23820,0,0,0.0,0.0,0.927,0.464,-0.512,-0.617,-1.844,1.5,-0.062
2025-08-02T16:44:49.464029,0,23870,0,0,0.0,0.0,0.932,0.462,-0.513,-0.626,-1.688,2.188,1.344
2025-08-02T16:44:49.509082,0,23920,0,0,0.0,0.0,0.922,0.46,-0.505,-0.619,-2.062,-1.062,1.062
2025-08-02T16:44:49.569046,0,23971,0,0,0.0,0.0,0.923,0.458,-0.512,-0.616,0.0,1.875,-0.688
2025-08-02T16:44:49.614032,0,24025,0,0,0.0,0.0,0.929,0.464,-0.516,-0.618,1.078,1.984,-0.5
2025-08-02T16:44:49.659039,0,24066,0,0,0.0,0.0,0.923,0.464,-0.509,-0.615,0.734,1.562,-0.422
2025-08-02T16:44:49.719145,0,24120,0,0,0.0,0.0,0.931,0.47,-0.514,-0.617,1.062,1.344,-0.281
2025-08-02T16:44:49.764111,0,24170,0,0,0.0,0.0,0.925,0.465,-0.513,-0.614,-0.484,2.297,-1.172
2025-08-02T16:44:49.809067,0,24225,0,0,0.0,0.0,0.929,0.469,-0.517,-0.613,0.25,2.531,-0.969
2025-08-02T16:44:49.869060,0,24270,0,0,0.0,0.0,0.926,0.467,-0.515,-0.611,-1.328,2.484,0.266
2025-08-02T16:44:49.914042,0,24320,0,0,0.0,0.0,0.928,0.468,-0.514,-0.615,-2.703,3.031,0.859
2025-08-02T16:44:49.959046,0,24371,0,0,0.0,0.0,0.93,0.468,-0.512,-0.619,-2.391,3.812,0.688
2025-08-02T16:44:50.019070,0,24420,0,0,0.0,0.0,0.921,0.469,-0.512,-0.606,-1.562,2.391,-0.766
2025-08-02T16:44:50.064070,0,24470,0,0,0.0,0.0,0.924,0.465,-0.516,-0.61,-1.391,1.719,-0.719
2025-08-02T16:44:50.109115,0,24520,0,0,0.0,0.0,0.935,0.47,-0.518,-0.62,-2.0,2.984,0.062
2025-08-02T16:44:50.169055,0,24570,0,0,0.0,0.0,0.924,0.469,-0.509,-0.612,-2.594,0.875,0.031
2025-08-02T16:44:50.214068,0,24624,0,0,0.0,0.0,0.922,0.47,-0.512,-0.607,-2.609,1.078,0.406
2025-08-02T16:44:50.259053,0,24670,0,0,0.0,0.0,0.932,0.472,-0.516,-0.615,-2.422,2.109,0.312
2025-08-02T16:44:50.319050,0,24721,0,0,0.0,0.0,0.929,0.473,-0.509,-0.616,-2.812,1.375,0.844
2025-08-02T16:44:50.364071,0,24770,0,0,0.0,0.0,0.925,0.468,-0.509,-0.614,-3.562,0.766,1.484
2025-08-02T16:44:50.409064,0,24820,0,0,0.0,0.0,0.926,0.463,-0.515,-0.615,-2.938,0.328,1.391
2025-08-02T16:44:50.469036,0,24873,0,0,0.0,0.0,0.923,0.469,-0.512,-0.609,-2.797,0.391,1.469
2025-08-02T16:44:50.514060,0,24925,0,0,0.0,0.0,0.928,0.466,-0.511,-0.619,-2.875,0.734,1.453
2025-08-02T16:44:50.559029,0,24970,0,0,0.0,0.0,0.925,0.464,-0.511,-0.616,-2.922,0.062,1.766
2025-08-02T16:44:50.619136,0,25020,0,0,0.0,0.0,0.93,0.465,-0.517,-0.617,-2.219,-0.375,1.781
2025-08-02T16:44:50.664041,0,25070,0,0,0.0,0.0,0.928,0.464,-0.511,-0.62,-2.328,0.844,0.906
2025-08-02T16:44:50.709178,0,25120,0,0,0.0,0.0,0.92,0.466,-0.509,-0.609,-1.984,1.297,0.406
2025-08-02T16:44:50.769187,0,25170,0,0,0.0,0.0,0.934,0.466,-0.516,-0.624,-2.078,-0.875,0.328
2025-08-02T16:44:50.814092,0,25220,0,0,0.0,0.0,0.93,0.463,-0.514,-0.621,-2.094,0.359,-0.5
2025-08-02T16:44:50.859053,0,25275,0,0,0.0,0.0,0.919,0.463,-0.511,-0.608,-2.469,2.031,0.266
2025-08-02T16:44:50.904074,0,25319,0,0,0.0,0.0,0.93,0.465,-0.514,-0.62,-3.703,2.141,0.766
2025-08-02T16:44:50.964036,0,25370,0,0,0.0,0.0,0.929,0.465,-0.511,-0.622,-3.266,2.156,1.328
2025-08-02T16:44:51.009069,0,25421,0,0,0.0,0.0,0.925,0.462,-0.511,-0.617,-3.453,0.797,0.094
2025-08-02T16:44:51.069065,0,25470,0,0,0.0,0.0,0.924,0.461,-0.511,-0.616,-3.219,0.141,0.125
2025-08-02T16:44:51.114086,0,25520,0,0,0.0,0.0,0.929,0.469,-0.51,-0.618,-2.891,1.391,0.312
2025-08-02T16:44:51.159107,0,25570,0,0,0.0,0.0,0.928,0.466,-0.511,-0.619,-2.922,1.438,0.547
2025-08-02T16:44:51.219062,0,25621,0,0,0.0,0.0,0.927,0.463,-0.511,-0.619,-2.234,1.234,0.156
2025-08-02T16:44:51.264051,0,25675,0,0,0.0,0.0,0.927,0.468,-0.51,-0.618,-2.469,1.344,0.578
2025-08-02T16:44:51.309090,0,25720,0,0,0.0,0.0,0.93,0.465,-0.514,-0.62,-2.359,0.891,1.156
2025-08-02T16:44:51.369071,0,25770,0,0,0.0,0.0,0.927,0.469,-0.504,-0.621,-3.328,1.484,1.234
2025-08-02T16:44:51.414052,0,25820,0,0,0.0,0.0,0.931,0.467,-0.509,-0.624,-2.703,0.641,2.156
2025-08-02T16:44:51.459175,0,25870,0,0,0.0,0.0,0.922,0.464,-0.506,-0.615,-2.703,-0.266,0.203
2025-08-02T16:44:51.519062,0,25920,0,0,0.0,0.0,0.932,0.467,-0.511,-0.623,-0.953,1.812,0.047
2025-08-02T16:44:51.564097,0,25971,0,0,0.0,0.0,0.929,0.461,-0.507,-0.628,-1.891,1.781,0.641
2025-08-02T16:44:51.624083,0,26025,0,0,0.0,0.0,0.925,0.464,-0.509,-0.618,-1.344,1.016,-0.156
2025-08-02T16:44:51.654079,0,26066,0,0,0.0,0.0,0.927,0.466,-0.511,-0.617,-1.078,0.344,-0.719
2025-08-02T16:44:51.714068,0,26120,0,0,0.0,0.0,0.926,0.464,-0.511,-0.618,-1.391,0.812,0.453
2025-08-02T16:44:51.759067,0,26170,0,0,0.0,0.0,0.926,0.46,-0.511,-0.62,-2.938,1.438,0.875
2025-08-02T16:44:51.819061,0,26225,0,0,0.0,0.0,0.926,0.462,-0.505,-0.623,-3.766,1.875,1.141
2025-08-02T16:44:51.864057,0,26270,0,0,0.0,0.0,0.925,0.461,-0.505,-0.624,-3.75,1.359,1.594
2025-08-02T16:44:51.909077,0,26320,0,0,0.0,0.0,0.927,0.464,-0.506,-0.624,-3.031,0.844,0.75
2025-08-02T16:44:51.969068,0,26371,0,0,0.0,0.0,0.923,0.461,-0.507,-0.617,-3.984,1.328,0.188
2025-08-02T16:44:52.014063,0,26425,0,0,0.0,0.0,0.931,0.462,-0.509,-0.627,-2.516,0.656,1.453
2025-08-02T16:44:52.059061,0,26470,0,0,0.0,0.0,0.927,0.463,-0.506,-0.624,-2.406,0.406,0.062
2025-08-02T16:44:52.119393,0,26520,0,0,0.0,0.0,0.923,0.463,-0.506,-0.618,-3.359,0.219,-1.125
2025-08-02T16:44:52.164331,0,26570,0,0,0.0,0.0,0.926,0.469,-0.512,-0.613,-3.031,2.625,0.078
2025-08-02T16:44:52.224175,0,26625,0,0,0.0,0.0,0.936,0.467,-0.509,-0.632,-3.188,6.359,3.547
2025-08-02T16:44:52.269105,0,26670,0,0,0.0,0.0,0.93,0.451,-0.492,-0.647,-2.203,3.906,4.469
2025-08-02T16:44:52.314054,0,26721,0,0,0.0,0.0,0.922,0.461,-0.491,-0.629,0.203,-3.406,-2.562
2025-08-02T16:44:52.374111,0,26775,0,0,0.0,0.0,0.925,0.478,-0.517,-0.6,2.266,-4.297,-6.031
2025-08-02T16:44:52.404052,0,26816,0,0,0.0,0.0,0.915,0.458,-0.529,-0.589,1.5,-4.0,2.203
2025-08-02T16:44:52.464084,0,26870,0,0,0.0,0.0,0.927,0.451,-0.505,-0.633,-5.203,9.703,6.422
2025-08-02T16:44:52.509100,0,26920,0,0,0.0,0.0,0.933,0.448,-0.479,-0.664,-11.375,2.453,7.141
2025-08-02T16:44:52.569214,0,26975,0,0,0.0,0.0,0.938,0.477,-0.51,-0.625,-3.016,-6.781,-3.609
2025-08-02T16:44:52.614481,0,27020,0,0,0.0,0.0,0.911,0.47,-0.515,-0.586,-1.234,-4.938,-5.672
2025-08-02T16:44:52.659236,0,27070,0,0,0.0,0.0,0.918,0.472,-0.534,-0.579,-1.844,0.75,4.094
2025-08-02T16:44:52.719268,0,27121,0,0,0.0,0.0,0.94,0.447,-0.498,-0.66,-8.547,13.469,10.391
2025-08-02T16:44:52.764130,0,27170,0,0,0.0,0.0,0.938,0.439,-0.462,-0.687,-12.375,5.875,5.781
2025-08-02T16:44:52.809237,0,27220,0,0,0.0,0.0,0.923,0.469,-0.5,-0.619,-3.297,-11.578,-4.922
2025-08-02T16:44:52.869534,0,27270,0,0,0.0,0.0,0.914,0.473,-0.518,-0.585,-0.672,-7.219,-9.312
2025-08-02T16:44:52.914234,0,27320,0,0,0.0,0.0,0.931,0.502,-0.517,-0.59,-5.844,3.844,-1.5
2025-08-02T16:44:52.959275,0,27374,0,0,0.0,0.0,0.936,0.46,-0.5,-0.644,-14.875,14.75,9.234
2025-08-02T16:44:53.019252,0,27420,0,0,0.0,0.0,0.905,0.404,-0.467,-0.662,-12.375,9.188,20.5
2025-08-02T16:44:53.064098,0,27471,0,0,0.0,0.0,0.952,0.461,-0.468,-0.689,-5.422,-0.125,4.094
2025-08-02T16:44:53.109155,0,27520,0,0,0.0,0.0,0.912,0.459,-0.499,-0.61,6.656,-9.922,-6.109
2025-08-02T16:44:53.169172,0,27570,0,0,0.0,0.0,0.921,0.49,-0.502,-0.597,7.531,-2.766,-9.531
2025-08-02T16:44:53.214212,0,27625,0,0,0.0,0.0,0.939,0.493,-0.513,-0.613,-1.062,-0.094,-3.016
2025-08-02T16:44:53.274110,0,27674,0,0,0.0,0.0,0.919,0.464,-0.5,-0.616,-16.0,8.141,4.062
2025-08-02T16:44:53.319197,0,27720,0,0,0.0,0.0,0.932,0.451,-0.487,-0.654,-17.422,9.234,12.406
2025-08-02T16:44:53.364123,0,27770,0,0,0.0,0.0,0.959,0.447,-0.477,-0.702,-10.406,9.297,8.719
2025-08-02T16:44:53.409100,0,27820,0,0,0.0,0.0,0.921,0.452,-0.475,-0.647,2.406,-9.891,-2.266
2025-08-02T16:44:53.469233,0,27870,0,0,0.0,0.0,0.911,0.459,-0.5,-0.607,10.156,-4.031,-8.656
2025-08-02T16:44:53.514064,0,27920,0,0,0.0,0.0,0.931,0.494,-0.505,-0.607,5.75,0.547,-3.969
2025-08-02T16:44:53.559147,0,27971,0,0,0.0,0.0,0.925,0.459,-0.485,-0.64,-4.5,10.547,3.734
2025-08-02T16:44:53.619077,0,28025,0,0,0.0,0.0,0.946,0.453,-0.472,-0.683,-9.516,5.031,6.312
2025-08-02T16:44:53.664245,0,28066,0,0,0.0,0.0,0.93,0.456,-0.479,-0.654,-4.594,-4.797,-1.25
2025-08-02T16:44:53.709128,0,28120,0,0,0.0,0.0,0.93,0.479,-0.513,-0.61,4.047,-7.625,-5.906
2025-08-02T16:44:53.769125,0,28171,0,0,0.0,0.0,0.91,0.468,-0.507,-0.594,4.453,5.344,0.156
2025-08-02T16:44:53.814108,0,28220,0,0,0.0,0.0,0.95,0.451,-0.48,-0.685,-0.984,8.734,5.516
2025-08-02T16:44:53.859132,0,28270,0,0,0.0,0.0,0.93,0.453,-0.468,-0.663,-4.359,-4.25,1.141
2025-08-02T16:44:53.919241,0,28320,0,0,0.0,0.0,0.921,0.47,-0.503,-0.612,-1.438,-8.328,-4.641
2025-08-02T16:44:53.964111,0,28371,0,0,0.0,0.0,0.919,0.485,-0.513,-0.588,2.078,1.594,-2.828
2025-08-02T16:44:54.024174,0,28424,0,0,0.0,0.0,0.932,0.453,-0.486,-0.653,-2.094,13.938,2.594
2025-08-02T16:44:54.069172,0,28470,0,0,0.0,0.0,0.951,0.45,-0.471,-0.693,-6.297,5.141,4.984
2025-08-02T16:44:54.114246,0,28520,0,0,0.0,0.0,0.928,0.457,-0.49,-0.642,-2.422,-6.734,-2.328
2025-08-02T16:44:54.159136,0,28570,0,0,0.0,0.0,0.918,0.473,-0.508,-0.6,2.906,-4.031,-5.547
2025-08-02T16:44:54.219124,0,28620,0,0,0.0,0.0,0.924,0.486,-0.516,-0.593,2.484,2.688,-0.859
2025-08-02T16:44:54.264151,0,28670,0,0,0.0,0.0,0.933,0.456,-0.483,-0.655,-2.188,12.484,4.344
2025-08-02T16:44:54.309154,0,28721,0,0,0.0,0.0,0.945,0.455,-0.472,-0.681,-5.75,1.156,2.891
2025-08-02T16:44:54.369242,0,28774,0,0,0.0,0.0,0.929,0.475,-0.497,-0.624,-0.484,-7.922,-2.797
2025-08-02T16:44:54.414124,0,28816,0,0,0.0,0.0,0.914,0.479,-0.511,-0.587,2.891,-1.5,-3.328
2025-08-02T16:44:54.459139,0,28870,0,0,0.0,0.0,0.937,0.472,-0.491,-0.643,0.922,7.438,1.656
2025-08-02T16:44:54.519537,0,28920,0,0,0.0,0.0,0.935,0.464,-0.483,-0.652,-4.016,0.703,1.609
2025-08-02T16:44:54.564146,0,28974,0,0,0.0,0.0,0.926,0.47,-0.509,-0.614,-4.297,-2.391,0.312
2025-08-02T16:44:54.609149,0,29020,0,0,0.0,0.0,0.923,0.469,-0.502,-0.617,-2.641,6.938,3.391
2025-08-02T16:44:54.669165,0,29070,0,0,0.0,0.0,0.937,0.462,-0.48,-0.659,-2.109,2.453,4.0
2025-08-02T16:44:54.714141,0,29121,0,0,0.0,0.0,0.92,0.457,-0.483,-0.636,1.266,-2.438,-1.531
2025-08-02T16:44:54.759134,0,29170,0,0,0.0,0.0,0.93,0.475,-0.506,-0.62,0.5,-1.203,-1.984
2025-08-02T16:44:54.819084,0,29220,0,0,0.0,0.0,0.929,0.469,-0.496,-0.631,-2.172,2.219,0.547
